Sol_Index,Obj_DeltaW_BGA_x,Obj_DeltaW_bump_x,NetFlow_Score,NetFlow_Rank,RadViz_X,RadViz_Y,Obj_DeltaW_BGA_y,Obj_DeltaW_bump_y,Bulk silicon thickness,Bump solder height,Cu-pillar pitch–diameter,Lid foot width,"Substrate core (E, CTE)",Substrate core thickness,"UF (E, CTE)",lid thickness,BGA solder material,Cu-pillar bump solder material
107,0.004452115390449762,0.0,-15.5,402,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
106,0.004452115390449762,0.0,-15.5,403,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
105,0.004452115390449762,0.0,-15.5,404,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
104,0.004452115390449762,0.0,-15.5,405,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
425,0.004452115390449762,0.0,-15.5,406,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
424,0.004452115390449762,0.0,-15.5,407,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
423,0.004452115390449762,0.0,-15.5,408,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
422,0.004452115390449762,0.0,-15.5,409,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
421,0.004452115390449762,0.0,-15.5,410,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
420,0.004452115390449762,0.0,-15.5,411,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
419,0.004452115390449762,0.0,-15.5,412,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
418,0.004452115390449762,0.0,-15.5,413,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
417,0.004452115390449762,0.0,-15.5,414,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
479,0.004452115390449762,0.0,-15.5,415,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
478,0.004452115390449762,0.0,-15.5,416,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
67,0.004452115390449762,0.0,-15.5,417,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
66,0.004452115390449762,0.0,-15.5,418,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
65,0.004452115390449762,0.0,-15.5,419,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
64,0.004452115390449762,0.0,-15.5,420,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
95,0.004452115390449762,0.0,-15.5,421,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
125,0.004452115390449762,0.0,-15.5,422,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
93,0.004452115390449762,0.0,-15.5,423,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
92,0.004452115390449762,0.0,-15.5,424,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
89,0.004452115390449762,0.0,-15.5,425,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
88,0.004452115390449762,0.0,-15.5,426,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
87,0.004452115390449762,0.0,-15.5,427,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
85,0.004452115390449762,0.0,-15.5,428,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
84,0.004452115390449762,0.0,-15.5,429,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
82,0.004452115390449762,0.0,-15.5,430,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
111,0.004452115390449762,0.0,-15.5,431,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
110,0.004452115390449762,0.0,-15.5,432,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
77,0.004452115390449762,0.0,-15.5,433,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
76,0.004452115390449762,0.0,-15.5,434,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
75,0.004452115390449762,0.0,-15.5,435,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
73,0.004452115390449762,0.0,-15.5,436,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
441,0.004452115390449762,0.0,-15.5,437,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
437,0.004452115390449762,0.0,-15.5,438,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
433,0.004452115390449762,0.0,-15.5,439,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
17,0.004452115390449762,0.0,-15.5,440,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
16,0.004452115390449762,0.0,-15.5,441,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
497,0.004452115390449762,0.0,-15.5,442,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
498,0.004452115390449762,0.0,-15.5,443,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
499,0.004452115390449762,0.0,-15.5,444,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
0,0.004452115390449762,0.0,-15.5,445,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
71,0.004452115390449762,0.0,-15.5,446,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
69,0.004452115390449762,0.0,-15.5,447,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
68,0.004452115390449762,0.0,-15.5,448,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
466,0.004452115390449762,0.0,-15.5,449,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
465,0.004452115390449762,0.0,-15.5,450,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
31,0.004452115390449762,0.0,-15.5,451,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
30,0.004452115390449762,0.0,-15.5,452,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
29,0.004452115390449762,0.0,-15.5,453,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
94,0.004452115390449762,0.0,-15.5,454,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
61,0.004452115390449762,0.0,-15.5,455,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
60,0.004452115390449762,0.0,-15.5,456,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
59,0.004452115390449762,0.0,-15.5,457,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
58,0.004452115390449762,0.0,-15.5,458,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
57,0.004452115390449762,0.0,-15.5,459,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
55,0.004452115390449762,0.0,-15.5,460,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
53,0.004452115390449762,0.0,-15.5,461,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
52,0.004452115390449762,0.0,-15.5,462,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
50,0.004452115390449762,0.0,-15.5,463,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
79,0.004452115390449762,0.0,-15.5,464,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
62,0.004452115390449762,0.0,-15.5,465,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
399,0.004452115390449762,0.0,-15.5,466,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
398,0.004452115390449762,0.0,-15.5,467,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
397,0.004452115390449762,0.0,-15.5,468,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
396,0.004452115390449762,0.0,-15.5,469,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
363,0.004452115390449762,0.0,-15.5,470,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
27,0.004452115390449762,0.0,-15.5,471,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
26,0.004452115390449762,0.0,-15.5,472,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
25,0.004452115390449762,0.0,-15.5,473,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
24,0.004452115390449762,0.0,-15.5,474,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
23,0.004452115390449762,0.0,-15.5,475,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
22,0.004452115390449762,0.0,-15.5,476,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
21,0.004452115390449762,0.0,-15.5,477,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
19,0.004452115390449762,0.0,-15.5,478,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
18,0.004452115390449762,0.0,-15.5,479,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
34,0.004452115390449762,0.0,-15.5,480,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
33,0.004452115390449762,0.0,-15.5,481,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
458,0.004452115390449762,0.0,-15.5,482,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
457,0.004452115390449762,0.0,-15.5,483,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
454,0.004452115390449762,0.0,-15.5,484,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
453,0.004452115390449762,0.0,-15.5,485,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
452,0.004452115390449762,0.0,-15.5,486,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
451,0.004452115390449762,0.0,-15.5,487,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
450,0.004452115390449762,0.0,-15.5,488,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
449,0.004452115390449762,0.0,-15.5,489,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
28,0.004452115390449762,0.0,-15.5,490,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
43,0.004452115390449762,0.0,-15.5,491,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
42,0.004452115390449762,0.0,-15.5,492,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
41,0.004452115390449762,0.0,-15.5,493,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
40,0.004452115390449762,0.0,-15.5,494,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
470,0.004452115390449762,0.0,-15.5,495,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
37,0.004452115390449762,0.0,-15.5,496,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
9,0.0006724753184244037,0.0758853629231453,-21.75,497,0.8116906921698598,1.1530619554191744e-17,0.0006724753184244037,0.0758853629231453,0.25,0.06,0.125,9.0,6e-06,0.4,2e-05,1.0,SAC205,SAC405
6,0.0006724753184244037,0.0758853629231453,-21.75,498,0.8116906921698598,1.1530619554191744e-17,0.0006724753184244037,0.0758853629231453,0.25,0.06,0.125,9.0,6e-06,0.4,2e-05,1.0,SAC205,SAC405
86,0.0006724753184244037,0.0758853629231453,-21.75,499,0.8116906921698598,1.1530619554191744e-17,0.0006724753184244037,0.0758853629231453,0.25,0.06,0.125,9.0,6e-06,0.4,2e-05,1.0,SAC205,SAC405
268,0.0006724753184244037,0.0758853629231453,-21.75,500,0.8116906921698598,1.1530619554191744e-17,0.0006724753184244037,0.0758853629231453,0.25,0.06,0.125,9.0,6e-06,0.4,2e-05,1.0,SAC205,SAC405
