Sol_Index,Obj_DeltaW_BGA_x,Obj_DeltaW_bump_x,NetFlow_Score,NetFlow_Rank,RadViz_X,RadViz_Y,Obj_DeltaW_BGA_y,Obj_DeltaW_bump_y,Bulk silicon thickness,Bump solder height,Cu-pillar pitch–diameter,Lid foot width,"Substrate core (E, CTE)",Substrate core thickness,"UF (E, CTE)",lid thickness,BGA solder material,Cu-pillar bump solder material
167,0.002934189047664404,0.07569737732410431,10.25,118,0.5804798480206225,2.5688200564967788e-17,0.002934189047664404,0.07569737732410431,0.25,0.06,0.125,9.0,6e-06,0.4,2e-05,1.0,SAC205,SAC305
146,0.002934189047664404,0.07569737732410431,10.25,119,0.5804798480206225,2.5688200564967788e-17,0.002934189047664404,0.07569737732410431,0.25,0.06,0.125,9.0,6e-06,0.4,2e-05,1.0,SAC205,SAC305
90,0.002934189047664404,0.07569737732410431,10.25,120,0.5804798480206225,2.5688200564967788e-17,0.002934189047664404,0.07569737732410431,0.25,0.06,0.125,9.0,6e-06,0.4,2e-05,1.0,SAC205,SAC305
83,0.002934189047664404,0.07569737732410431,10.25,121,0.5804798480206225,2.5688200564967788e-17,0.002934189047664404,0.07569737732410431,0.25,0.06,0.125,9.0,6e-06,0.4,2e-05,1.0,SAC205,SAC305
468,0.002934189047664404,0.07569737732410431,10.25,122,0.5804798480206225,2.5688200564967788e-17,0.002934189047664404,0.07569737732410431,0.25,0.06,0.125,9.0,6e-06,0.4,2e-05,1.0,SAC205,SAC305
474,0.002934189047664404,0.07569737732410431,10.25,123,0.5804798480206225,2.5688200564967788e-17,0.002934189047664404,0.07569737732410431,0.25,0.06,0.125,9.0,6e-06,0.4,2e-05,1.0,SAC205,SAC305
51,0.002934189047664404,0.07569737732410431,10.25,124,0.5804798480206225,2.5688200564967788e-17,0.002934189047664404,0.07569737732410431,0.25,0.06,0.125,9.0,6e-06,0.4,2e-05,1.0,SAC205,SAC305
435,0.002934189047664404,0.07569737732410431,10.25,125,0.5804798480206225,2.5688200564967788e-17,0.002934189047664404,0.07569737732410431,0.25,0.06,0.125,9.0,6e-06,0.4,2e-05,1.0,SAC205,SAC305
269,0.002934189047664404,0.07569737732410431,10.25,126,0.5804798480206225,2.5688200564967788e-17,0.002934189047664404,0.07569737732410431,0.25,0.06,0.125,9.0,6e-06,0.4,2e-05,1.0,SAC205,SAC305
446,0.002934189047664404,0.07569737732410431,10.25,127,0.5804798480206225,2.5688200564967788e-17,0.002934189047664404,0.07569737732410431,0.25,0.06,0.125,9.0,6e-06,0.4,2e-05,1.0,SAC205,SAC305
197,0.002934189047664404,0.07569737732410431,10.25,128,0.5804798480206225,2.5688200564967788e-17,0.002934189047664404,0.07569737732410431,0.25,0.06,0.125,9.0,6e-06,0.4,2e-05,1.0,SAC205,SAC305
283,0.002934189047664404,0.07569737732410431,10.25,129,0.5804798480206225,2.5688200564967788e-17,0.002934189047664404,0.07569737732410431,0.25,0.06,0.125,9.0,6e-06,0.4,2e-05,1.0,SAC205,SAC305
315,0.002934189047664404,0.07569737732410431,10.25,130,0.5804798480206225,2.5688200564967788e-17,0.002934189047664404,0.07569737732410431,0.25,0.06,0.125,9.0,6e-06,0.4,2e-05,1.0,SAC205,SAC305
368,0.002934189047664404,0.07569737732410431,10.25,131,0.5804798480206225,2.5688200564967788e-17,0.002934189047664404,0.07569737732410431,0.25,0.06,0.125,9.0,6e-06,0.4,2e-05,1.0,SAC205,SAC305
39,0.002934189047664404,0.07569737732410431,10.25,132,0.5804798480206225,2.5688200564967788e-17,0.002934189047664404,0.07569737732410431,0.25,0.06,0.125,9.0,6e-06,0.4,2e-05,1.0,SAC205,SAC305
13,0.002934189047664404,0.07569737732410431,10.25,133,0.5804798480206225,2.5688200564967788e-17,0.002934189047664404,0.07569737732410431,0.25,0.06,0.125,9.0,6e-06,0.4,2e-05,1.0,SAC205,SAC305
2,0.0,0.08322965353727341,-11.5,134,1.0,0.0,0.0,0.08322965353727341,0.25,0.06,0.125,3.0,6e-06,0.4,2e-05,1.0,SAC205,SAC405
1,0.0,0.08322965353727341,-11.5,135,1.0,0.0,0.0,0.08322965353727341,0.25,0.06,0.125,3.0,6e-06,0.4,2e-05,1.0,SAC205,SAC405
38,0.004452115390449762,0.0,-15.5,136,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
490,0.004452115390449762,0.0,-15.5,137,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
491,0.004452115390449762,0.0,-15.5,138,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
492,0.004452115390449762,0.0,-15.5,139,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
493,0.004452115390449762,0.0,-15.5,140,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
469,0.004452115390449762,0.0,-15.5,141,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
337,0.004452115390449762,0.0,-15.5,142,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
475,0.004452115390449762,0.0,-15.5,143,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
459,0.004452115390449762,0.0,-15.5,144,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
495,0.004452115390449762,0.0,-15.5,145,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
3,0.004452115390449762,0.0,-15.5,146,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
36,0.004452115390449762,0.0,-15.5,147,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
496,0.004452115390449762,0.0,-15.5,148,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
15,0.004452115390449762,0.0,-15.5,149,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
46,0.004452115390449762,0.0,-15.5,150,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
488,0.004452115390449762,0.0,-15.5,151,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
487,0.004452115390449762,0.0,-15.5,152,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
486,0.004452115390449762,0.0,-15.5,153,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
485,0.004452115390449762,0.0,-15.5,154,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
484,0.004452115390449762,0.0,-15.5,155,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
483,0.004452115390449762,0.0,-15.5,156,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
482,0.004452115390449762,0.0,-15.5,157,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
481,0.004452115390449762,0.0,-15.5,158,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
78,0.004452115390449762,0.0,-15.5,159,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
32,0.004452115390449762,0.0,-15.5,160,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
325,0.004452115390449762,0.0,-15.5,161,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
324,0.004452115390449762,0.0,-15.5,162,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
322,0.004452115390449762,0.0,-15.5,163,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
321,0.004452115390449762,0.0,-15.5,164,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
352,0.004452115390449762,0.0,-15.5,165,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
383,0.004452115390449762,0.0,-15.5,166,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
381,0.004452115390449762,0.0,-15.5,167,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
380,0.004452115390449762,0.0,-15.5,168,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
347,0.004452115390449762,0.0,-15.5,169,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
345,0.004452115390449762,0.0,-15.5,170,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
343,0.004452115390449762,0.0,-15.5,171,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
342,0.004452115390449762,0.0,-15.5,172,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
341,0.004452115390449762,0.0,-15.5,173,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
340,0.004452115390449762,0.0,-15.5,174,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
339,0.004452115390449762,0.0,-15.5,175,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
338,0.004452115390449762,0.0,-15.5,176,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
312,0.004452115390449762,0.0,-15.5,177,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
311,0.004452115390449762,0.0,-15.5,178,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
310,0.004452115390449762,0.0,-15.5,179,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
309,0.004452115390449762,0.0,-15.5,180,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
308,0.004452115390449762,0.0,-15.5,181,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
307,0.004452115390449762,0.0,-15.5,182,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
305,0.004452115390449762,0.0,-15.5,183,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
367,0.004452115390449762,0.0,-15.5,184,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
365,0.004452115390449762,0.0,-15.5,185,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
364,0.004452115390449762,0.0,-15.5,186,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
331,0.004452115390449762,0.0,-15.5,187,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
330,0.004452115390449762,0.0,-15.5,188,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
329,0.004452115390449762,0.0,-15.5,189,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
328,0.004452115390449762,0.0,-15.5,190,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
327,0.004452115390449762,0.0,-15.5,191,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
326,0.004452115390449762,0.0,-15.5,192,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
414,0.004452115390449762,0.0,-15.5,193,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
413,0.004452115390449762,0.0,-15.5,194,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
412,0.004452115390449762,0.0,-15.5,195,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
379,0.004452115390449762,0.0,-15.5,196,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
298,0.004452115390449762,0.0,-15.5,197,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
296,0.004452115390449762,0.0,-15.5,198,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
295,0.004452115390449762,0.0,-15.5,199,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
294,0.004452115390449762,0.0,-15.5,200,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
292,0.004452115390449762,0.0,-15.5,201,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
291,0.004452115390449762,0.0,-15.5,202,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
290,0.004452115390449762,0.0,-15.5,203,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
320,0.004452115390449762,0.0,-15.5,204,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
349,0.004452115390449762,0.0,-15.5,205,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
348,0.004452115390449762,0.0,-15.5,206,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
314,0.004452115390449762,0.0,-15.5,207,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
313,0.004452115390449762,0.0,-15.5,208,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
304,0.004452115390449762,0.0,-15.5,209,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
335,0.004452115390449762,0.0,-15.5,210,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
334,0.004452115390449762,0.0,-15.5,211,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
333,0.004452115390449762,0.0,-15.5,212,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
332,0.004452115390449762,0.0,-15.5,213,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
362,0.004452115390449762,0.0,-15.5,214,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
361,0.004452115390449762,0.0,-15.5,215,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
360,0.004452115390449762,0.0,-15.5,216,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
359,0.004452115390449762,0.0,-15.5,217,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
358,0.004452115390449762,0.0,-15.5,218,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
357,0.004452115390449762,0.0,-15.5,219,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
356,0.004452115390449762,0.0,-15.5,220,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
355,0.004452115390449762,0.0,-15.5,221,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
354,0.004452115390449762,0.0,-15.5,222,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
384,0.004452115390449762,0.0,-15.5,223,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
415,0.004452115390449762,0.0,-15.5,224,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
261,0.004452115390449762,0.0,-15.5,225,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
260,0.004452115390449762,0.0,-15.5,226,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
259,0.004452115390449762,0.0,-15.5,227,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
258,0.004452115390449762,0.0,-15.5,228,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
257,0.004452115390449762,0.0,-15.5,229,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
319,0.004452115390449762,0.0,-15.5,230,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
282,0.004452115390449762,0.0,-15.5,231,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
281,0.004452115390449762,0.0,-15.5,232,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
280,0.004452115390449762,0.0,-15.5,233,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
279,0.004452115390449762,0.0,-15.5,234,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
278,0.004452115390449762,0.0,-15.5,235,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
277,0.004452115390449762,0.0,-15.5,236,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
276,0.004452115390449762,0.0,-15.5,237,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
275,0.004452115390449762,0.0,-15.5,238,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
274,0.004452115390449762,0.0,-15.5,239,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
273,0.004452115390449762,0.0,-15.5,240,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
250,0.004452115390449762,0.0,-15.5,241,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
248,0.004452115390449762,0.0,-15.5,242,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
247,0.004452115390449762,0.0,-15.5,243,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
246,0.004452115390449762,0.0,-15.5,244,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
245,0.004452115390449762,0.0,-15.5,245,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
244,0.004452115390449762,0.0,-15.5,246,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
242,0.004452115390449762,0.0,-15.5,247,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
272,0.004452115390449762,0.0,-15.5,248,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
303,0.004452115390449762,0.0,-15.5,249,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
302,0.004452115390449762,0.0,-15.5,250,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
301,0.004452115390449762,0.0,-15.5,251,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
300,0.004452115390449762,0.0,-15.5,252,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
267,0.004452115390449762,0.0,-15.5,253,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
265,0.004452115390449762,0.0,-15.5,254,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
264,0.004452115390449762,0.0,-15.5,255,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
263,0.004452115390449762,0.0,-15.5,256,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
284,0.004452115390449762,0.0,-15.5,257,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
252,0.004452115390449762,0.0,-15.5,258,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
