RadViz_X,RadViz_Y,Bulk silicon thickness,Bump solder height,Substrate core thickness,"Substrate core (E, CTE)","UF (E, CTE)",Lid foot width,Lid thickness,Cu-pillar bump solder material,BGA solder material,Obj_ELK stress,Obj_Warpage Post UF cure,Obj_Warpage post lid attach,Obj_DeltaW_BGA,Obj_DeltaW_bump
-0.02984770348976854,-0.20943071827494888,0.25,0.04,1.2,3e-06,2e-05,9.0,1.5,SAC105,SAC105,6.526234674772224,-0.018395985171864894,0.016748050567438513,0.09291842630254629,0.04892060339071169
-0.18593047234402962,-0.0779942914491417,0.75,0.06,0.4,6e-06,2e-05,3.0,2.0,SAC405,SAC405,10.259074625055078,-0.05915251901205417,0.0265520161217204,0.013231294435532667,0.2143191803923158
-0.03277619465051862,-0.18805946984778393,0.25,0.06,1.2,9e-06,2e-05,6.0,1.5,SAC105,SAC105,5.022535547675423,-0.031801910432875155,0.03178131761713471,0.019629666013642542,0.12976321002602986
0.028101502453377242,-0.003968658941366989,0.25,0.04,0.4,3e-06,2.5e-05,9.0,1.0,SAC105,SAC105,5.278042952171505,-0.06315831366246563,0.016951418312515405,0.07605375374971944,0.19693133818542746
0.02338461869678378,-0.09832220751551898,0.25,0.06,0.4,3e-06,2e-05,6.0,1.5,SAC305,SAC205,6.368428251551415,-0.06753306111374222,0.0665755471266707,0.02450789654847334,0.12863086413600758
-0.05934680802713546,-0.2845866704365602,0.25,0.06,0.8,6e-06,2e-05,6.0,1.0,SAC405,SAC205,8.902640647811438,-0.043519437840100095,0.0928028650960511,0.005826574364193215,0.04654855569117761
-0.07493148432068447,-0.17901431272473545,0.25,0.06,1.2,6e-06,3e-05,3.0,2.0,SAC105,SAC205,5.026493917151695,-0.02543619969853645,0.022308572168255734,0.011703878025008704,0.25550135696023457
-0.020793638459434643,-0.16980063297194123,0.75,0.06,1.2,6e-06,2e-05,3.0,1.5,SAC105,SAC105,4.842759814560653,-0.026277500862120124,0.019365266588042288,0.050427790450761206,0.15390625630703972
-0.05185982122531577,-0.17315539439163447,0.25,0.06,0.8,3e-06,2e-05,3.0,1.0,SAC305,SAC105,8.153092838447794,-0.03180616449608343,0.031187327597149005,0.08979346634955515,0.08292658411591414
-0.015562159801375501,-0.022429500963832574,0.25,0.04,0.4,9e-06,2.5e-05,6.0,1.0,SAC205,SAC205,7.172426598712344,-0.0841295615117906,0.07106635396805153,0.0,0.30583507257126097
0.024272842248007378,-0.022044598009853245,0.25,0.04,0.4,3e-06,2e-05,3.0,2.0,SAC105,SAC105,5.385262515186607,-0.06262982373573926,0.02052314922189273,0.06892504936473332,0.16700233915390508
0.196357013923576,-0.42976629405019073,0.25,0.06,1.2,6e-06,2e-05,9.0,1.0,SAC105,SAC105,5.121735951958978,-0.027753399077946706,0.14821478069031957,0.03445979123015379,0.053341612108875225
-0.198595063541382,-0.020109578001553906,0.75,0.02,0.4,9e-06,2e-05,3.0,2.0,SAC105,SAC405,8.29149191180424,-0.05187478956485849,0.011867502160457753,0.0,0.5057236873288626
-0.058725517681092014,-0.20984480667276198,0.25,0.04,1.2,6e-06,2e-05,9.0,1.5,SAC105,SAC105,6.226049117593256,-0.027416775256066075,0.032325959439993335,0.03373674219800786,0.11549335942762615
0.0035441193847335476,-0.21550248612447642,0.25,0.06,0.8,3e-06,2e-05,9.0,1.0,SAC205,SAC105,6.97005593530273,-0.03374685665459072,0.059312479561074036,0.06282805569533427,0.10202654974716602
-0.18950884851590413,0.02497668639801385,0.75,0.02,0.4,9e-06,2.5e-05,6.0,2.0,SAC105,SAC405,7.787742922576273,-0.051266352459225666,0.024320280568073584,0.006129208741813538,0.7054058496489716
-0.0720419856973082,-0.06996583593855234,0.5,0.06,0.4,6e-06,2e-05,3.0,1.0,SAC405,SAC305,8.687041365853188,-0.07427489132966489,0.054666143540772816,0.008216161919980172,0.15585236649587128
-0.1298981710197183,0.05329056487272716,0.25,0.02,0.4,9e-06,2e-05,3.0,2.0,SAC305,SAC305,8.949485671447746,-0.0845557431181885,0.027061612029645517,0.005151103218234376,0.4075261088594603
0.017703939768364974,-0.14966447056289378,0.25,0.04,0.8,3e-06,2e-05,3.0,1.0,SAC105,SAC105,6.465329874550362,-0.030180054483461248,0.029230471989940377,0.10495097213354347,0.11531783322090544
-0.026521548542254168,-0.11819131155296503,0.25,0.06,0.4,3e-06,2e-05,3.0,1.5,SAC405,SAC305,7.378972863928513,-0.06878531346491389,0.06779961507815704,0.0,0.10880139102056782
-0.030889351869447117,-0.1748209361000565,0.25,0.06,1.2,6e-06,2.5e-05,3.0,1.5,SAC105,SAC105,5.063029620619298,-0.024787960473164262,0.018789238162179277,0.050509577766708995,0.1607675990218588
-0.017263147761906333,-0.025297838583355266,0.25,0.04,0.4,9e-06,2e-05,3.0,2.0,SAC105,SAC105,5.630264964529713,-0.07580825875246298,0.03750867099013693,0.004634598930822853,0.24255361349316656
