Sol_Index,Obj_DeltaW_BGA_x,Obj_DeltaW_bump_x,Obj_ELK_stress_x,Obj_Warpage_Post_UF_cure_x,Obj_Warpage_post_lid_atach_x,NetFlow_Score,NetFlow_Rank,RadViz_X,RadViz_Y,Obj_DeltaW_BGA_y,Obj_DeltaW_bump_y,Obj_ELK_stress_y,Obj_Warpage_Post_UF_cure_y,Obj_Warpage_post_lid_atach_y,Bulk silicon thickness,Bump solder height,Cu-pillar pitch–diameter,Lid foot width,Lid thicknes,"Substrate core (E, CTE)",Substrate core thickness,"UF (E, CTE)",lid thickness,BGA solder material,Bump solder material,Cu-pillar bump solder material
23,0.019002744928002357,0.007564042694866657,4.90594482421875,-0.017839154228568077,0.05369707942008972,61.95000000000033,102,0.0599498127327563,0.32742535976813897,0.019002744928002357,0.007564042694866657,4.90594482421875,-0.017839154228568077,0.05369707942008972,0.75,0.06,0.125,3.0,2.0,3e-06,1.2,2e-05,1.0,SAC405,SAC105,SAC205
64,0.019002744928002357,0.007564042694866657,4.90594482421875,-0.017839154228568077,0.05369707942008972,61.95000000000033,103,0.0599498127327563,0.32742535976813897,0.019002744928002357,0.007564042694866657,4.90594482421875,-0.017839154228568077,0.05369707942008972,0.75,0.06,0.125,3.0,2.0,3e-06,1.2,2e-05,1.0,SAC405,SAC105,SAC205
374,0.0075293732807040215,0.06486082822084427,8.342499732971191,-0.0730796754360199,0.06622574478387833,61.59999999999985,104,0.09207250142403385,0.04261604091426587,0.0075293732807040215,0.06486082822084427,8.342499732971191,-0.0730796754360199,0.06622574478387833,0.25,0.04,0.125,6.0,1.0,3e-06,0.4,2e-05,1.0,SAC405,SAC305,SAC405
314,0.00234965980052948,0.3119499087333679,7.099596977233887,-0.08498872816562653,0.07601629942655563,61.10000000000019,105,-0.01929998699794833,-0.10516077634230983,0.00234965980052948,0.3119499087333679,7.099596977233887,-0.08498872816562653,0.07601629942655563,0.25,0.04,0.125,9.0,1.5,9e-06,0.4,2.5e-05,1.5,SAC305,SAC205,SAC305
439,0.00663357600569725,0.26276710629463196,8.261567115783691,-0.08561470359563828,0.04562177509069443,60.700000000000045,106,0.025575912099552508,-0.18739309364971982,0.00663357600569725,0.26276710629463196,8.261567115783691,-0.08561470359563828,0.04562177509069443,0.25,0.04,0.125,9.0,2.0,9e-06,0.4,3e-05,1.0,SAC305,SAC305,SAC405
396,0.015215440653264523,0.0,6.965874195098877,-0.0188314039260149,0.03034866414964199,60.600000000000136,107,0.21554094979948804,0.19197438321435095,0.015215440653264523,0.0,6.965874195098877,-0.0188314039260149,0.03034866414964199,0.5,0.06,0.125,3.0,1.0,3e-06,1.2,2e-05,1.0,SAC405,SAC205,SAC205
219,0.016162967309355736,0.0,5.149402618408203,-0.018430449068546295,0.05414697155356407,60.05000000000001,108,0.09827596388155478,0.31724225187085564,0.016162967309355736,0.0,5.149402618408203,-0.018430449068546295,0.05414697155356407,0.5,0.06,0.125,3.0,2.0,3e-06,1.2,2e-05,1.0,SAC305,SAC105,SAC405
68,0.0055764708667993546,0.321180522441864,7.763057708740234,-0.07858923822641373,0.03724456578493118,59.9999999999996,109,0.033640090787414374,-0.22218237115884057,0.0055764708667993546,0.321180522441864,7.763057708740234,-0.07858923822641373,0.03724456578493118,0.5,0.06,0.125,3.0,2.0,9e-06,0.4,2.5e-05,1.0,SAC205,SAC305,SAC305
353,0.004533966071903706,0.045764949172735214,8.866352081298828,-0.0287510734051466,0.03530457243323326,59.55000000000052,110,0.36273007426973763,0.07865529371465324,0.004533966071903706,0.045764949172735214,8.866352081298828,-0.0287510734051466,0.03530457243323326,0.5,0.06,0.125,3.0,1.5,6e-06,1.2,2e-05,1.0,SAC205,SAC405,SAC405
403,0.01185275986790657,0.0,5.233593940734863,-0.03203415498137474,0.07297410070896149,59.50000000000006,111,0.07435595883100293,0.3158092815655361,0.01185275986790657,0.0,5.233593940734863,-0.03203415498137474,0.07297410070896149,0.25,0.06,0.125,9.0,2.0,3e-06,0.8,2e-05,1.0,SAC305,SAC105,SAC405
143,0.01185275986790657,0.0,5.233593940734863,-0.03203415498137474,0.07297410070896149,59.50000000000006,112,0.07435595883100293,0.3158092815655361,0.01185275986790657,0.0,5.233593940734863,-0.03203415498137474,0.07297410070896149,0.25,0.06,0.125,9.0,2.0,3e-06,0.8,2e-05,1.0,SAC305,SAC105,SAC405
227,0.013238802552223206,0.0,6.972249984741211,-0.03174051269888878,0.04167961701750755,57.60000000000025,113,0.1682466591681553,0.17995204164841042,0.013238802552223206,0.0,6.972249984741211,-0.03174051269888878,0.04167961701750755,0.25,0.06,0.125,6.0,1.5,3e-06,0.8,2e-05,1.0,SAC305,SAC205,SAC405
318,0.012170052155852318,0.001966010546311736,8.215371131896973,-0.03183596953749657,0.025398338213562965,57.200000000000216,114,0.25078037600377134,0.09406590580033158,0.012170052155852318,0.001966010546311736,8.215371131896973,-0.03183596953749657,0.025398338213562965,0.25,0.06,0.125,3.0,2.0,3e-06,0.8,2e-05,1.0,SAC305,SAC305,SAC405
319,0.0,0.2919495701789856,9.619932174682617,-0.08856324851512909,0.05629080533981323,57.20000000000016,115,0.12901105441307179,-0.24181789362314643,0.0,0.2919495701789856,9.619932174682617,-0.08856324851512909,0.05629080533981323,0.25,0.04,0.125,9.0,2.0,9e-06,0.4,2.5e-05,1.0,SAC405,SAC405,SAC205
400,0.0,0.2919495701789856,9.619932174682617,-0.08856324851512909,0.05629080533981323,57.20000000000016,116,0.12901105441307179,-0.24181789362314643,0.0,0.2919495701789856,9.619932174682617,-0.08856324851512909,0.05629080533981323,0.25,0.04,0.125,9.0,2.0,9e-06,0.4,2.5e-05,1.0,SAC405,SAC405,SAC205
481,0.004817964509129524,0.10749740153551102,8.836230278015137,-0.08522319048643112,0.0872049480676651,57.19999999999982,117,0.07110987665792753,0.022275693662406705,0.004817964509129524,0.10749740153551102,8.836230278015137,-0.08522319048643112,0.0872049480676651,0.25,0.06,0.125,6.0,1.0,9e-06,0.4,2e-05,1.0,SAC205,SAC405,SAC405
174,0.004817964509129524,0.10749740153551102,8.836230278015137,-0.08522319048643112,0.0872049480676651,57.19999999999982,118,0.07110987665792753,0.022275693662406705,0.004817964509129524,0.10749740153551102,8.836230278015137,-0.08522319048643112,0.0872049480676651,0.25,0.06,0.125,6.0,1.0,9e-06,0.4,2e-05,1.0,SAC205,SAC405,SAC405
142,0.00471534812822938,0.16823405027389526,9.412373542785645,-0.08858208358287811,0.06238618493080139,56.650000000000034,119,0.09188359024280646,-0.11728062291824572,0.00471534812822938,0.16823405027389526,9.412373542785645,-0.08858208358287811,0.06238618493080139,0.25,0.04,0.125,3.0,1.0,9e-06,0.4,2e-05,1.0,SAC205,SAC405,SAC405
258,0.0022292761132121086,0.2938234210014343,9.071235656738281,-0.08516333252191544,0.04684697091579437,55.44999999999976,120,0.10020562868233242,-0.23818378952961705,0.0022292761132121086,0.2938234210014343,9.071235656738281,-0.08516333252191544,0.04684697091579437,0.25,0.04,0.125,3.0,1.5,9e-06,0.4,2.5e-05,1.0,SAC405,SAC405,SAC405
235,0.0022292761132121086,0.2938234210014343,9.071235656738281,-0.08516333252191544,0.04684697091579437,55.44999999999976,121,0.10020562868233242,-0.23818378952961705,0.0022292761132121086,0.2938234210014343,9.071235656738281,-0.08516333252191544,0.04684697091579437,0.25,0.04,0.125,3.0,1.5,9e-06,0.4,2.5e-05,1.0,SAC405,SAC405,SAC405
246,0.004711622837930918,0.26228052377700806,9.355968475341797,-0.08150589466094971,0.034223150461912155,55.34999999999985,122,0.11996837225017588,-0.24793211115069047,0.004711622837930918,0.26228052377700806,9.355968475341797,-0.08150589466094971,0.034223150461912155,0.5,0.06,0.125,3.0,2.0,9e-06,0.4,2.5e-05,1.0,SAC205,SAC405,SAC405
413,0.004711622837930918,0.26228052377700806,9.355968475341797,-0.08150589466094971,0.034223150461912155,55.34999999999985,123,0.11996837225017588,-0.24793211115069047,0.004711622837930918,0.26228052377700806,9.355968475341797,-0.08150589466094971,0.034223150461912155,0.5,0.06,0.125,3.0,2.0,9e-06,0.4,2.5e-05,1.0,SAC205,SAC405,SAC405
446,0.012268462218344212,0.01309508178383112,4.922938346862793,-0.030189206823706627,0.07074607163667679,54.70000000000016,124,0.0621931540896867,0.3145982997612085,0.012268462218344212,0.01309508178383112,4.922938346862793,-0.030189206823706627,0.07074607163667679,0.5,0.06,0.125,3.0,1.0,3e-06,0.8,2e-05,1.0,SAC405,SAC105,SAC405
388,0.002980406628921628,0.27177685499191284,7.099596977233887,-0.08498872816562653,0.07601629942655563,53.40000000000009,125,-0.01548219403544019,-0.07319370153267805,0.002980406628921628,0.27177685499191284,7.099596977233887,-0.08498872816562653,0.07601629942655563,0.25,0.04,0.125,9.0,1.5,9e-06,0.4,2.5e-05,1.0,SAC305,SAC205,SAC205
437,0.0019751994404941797,0.31969743967056274,9.109779357910156,-0.0843813419342041,0.04177018254995346,53.049999999999955,126,0.10660443717842197,-0.27343246292274664,0.0019751994404941797,0.31969743967056274,9.109779357910156,-0.0843813419342041,0.04177018254995346,0.25,0.04,0.125,3.0,2.0,9e-06,0.4,3e-05,1.0,SAC405,SAC405,SAC405
